Instance ID,Skeletal code,Co-authors associated with analyzing this sample,Skeletal element,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r:5; Atmospheric data from Reimer et al (2020)","Date mean in BP [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform disribution between the two bounds for a contextual date]","Full Date: One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990�40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE",Confidence of archaeological and chronological contextualization for the genetic data for this individual,"Group ID (the suffix ""_lc"" indicates fewer than 15000 SNPs covered on the 1240k target set)",Included in population genetic analysis (also indicated if included in Figure 3),Locality,Excavation reference if available,Country or Region,Latitude,Longitude,Data type,Number of Libraries,Average coverage on autosomal targets,SNPs hit on autosomal targets,Genetic Sex,Family ID and position within family,Sum total of ROH segments >4cM from hapROH,Sum total of ROH segments >20cM from hapROH,Y chromosome haplogroup (called only for males with 1240K data and only if >50000 autosomal SNPs hit), mtDNA coverage ,mtDNA haplogroup only called if >2x coverage,mtDNA match to consensus if >2x coverage,Damage rate in first nucleotide on sequences overlapping 1240k targets for samples processed at Harvard; C->T_CpG_5 for samples processed in China,Xcontam ANGSD SNPs (only if male),Xcontam ANGSD MOM 95% CI truncated at 0 (only if male and  SNPs > 200),ContamLD contamination 95% CI (Ccorrecting bias with damage-restricted sequences and only reported for samples covered by at least 100000 autosomal SNPs),Library type,LibraryID(s), Percent human sequences by library (computed on shotgun data) ,Qualitative assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I13766,"NBP_BSA_SG.9(A), 816","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Tumen, Dashtseveg; Tuvshinjargal  (Jerry), Tumurbaatar ; Bayarsaikhan, Jamsranjav ",petrous,Direct: IntCal20,3208,57,"1384-1128 calBCE (3010�25 BP, UCIAMS-226533, PSUG-5436)",Confident - The genetic data and direct 14C date are from the same exported petrous bone; the direct date and archaeological context (LBA Center West) match up.,Mongolia_LBA_CenterWest_4B,Yes and plotted in Figure 3,"Bayankhongor aimag, Erdentsogt sum ??????????? ???",..,Mongolia,46.426,100.817,1240K capture,1,3.354744,831098,M,n/a (no relatives detected),5,0,Q1b1a3a-Y20260, 539 ,C5b1b,"[0.993,0.999]",0.119,5589,"[0.003,0.007]","[0,0.009]",ds.UDG.half,S13766.Y1.E1.L1, 0.3225 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I13767,"NYN-39-5R, 817","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Tumen, Dashtseveg; Tuvshinjargal  (Jerry), Tumurbaatar ; Bayarsaikhan, Jamsranjav ",petrous,Direct: IntCal20,3198,49,"1377-1130 calBCE (3005�20 BP, UCIAMS-226534, PSUG-5437)",Confident - The genetic data and direct 14C date are from the same exported petrous bone; the direct date and archaeological context (LBA Center West) match up.,Mongolia_LBA_CenterWest_4A,Yes and plotted in Figure 3,"Bayankhongor aimag, Ulziit soum, Khar Sair am ??? ???? ??",..,Mongolia,48.11,102.55,1240K capture,1,3.473474,840960,M,n/a (no relatives detected),6,0,Q1b1a3-L334, 583 ,R1b1,"[0.986,0.998]",0.116,5742,"[0.002,0.006]","[0,0.011]",ds.UDG.half,S13767.Y1.E1.L1, 0.3966 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6367,"AT_908, Grave #3, MONU_908, Grave #3","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous (CBD),"Direct: IntCal20; use instead of less precise but agreeing date of 1106-898 calBCE (2820�30 BP, Beta-306037)",3116,41,"1259-1056 calBCE (2955�20 BP, PSUAMS-7284)","Confident - The genetic data are from cranial base drilling in 2016, while the two consistent 14C dates include a previously published non-AMS date and a newly generated AMS date of 1106-898 calBCE (2820�30 BP, Beta-306037) from a post-cranial element (a long bone fragment) different from the one used for genetic analysis and sampled in 2019. Both the dates are consistent with each other and there is another similarly-dating individual from this region and genetic cluster so we treat the chronological assignment as confident even though the archaeological cultural context for this individual is unclear.",Mongolia_LBA_CenterWest_5,"No (while the lower bound of the X chromosome contamination estimate is not concerning at 0.004, the damage rate at the final nucleotide is low at 0.026 and the archaeological context is unclear)","Bayan-Ulgii aimag, Tsengel sum, Biluut ?????? 2, barrow 3","Excavations: Bayarsaykhan L. 2011 Publication: Fitzhug et al. 2012, P. 52-55",Mongolia,48.3,89.5,1240K capture,2,7.024823,1031519,M,n/a (no relatives detected),0,0,O2a2b1a1a1-CTS5866, .. ,C4a1,..,..,..,"[0.004,0.012]","[0,0]","ds.UDG.half,ds.UDG.half","S6367.E1.L1,S6367.E1.L2"," ..,0.93000 ","QUESTIONABLE (while the lower bound of the X chromosome contamination estimate is <0.01 [0.004,0.012], the damage rate at the final nucleotide is low at 0.026 and the archaeological context is unclear)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I12975,"AT_809, 704","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Tumen, Dashtseveg; Erdenebaatar, Diimaajav",petrous,Direct: IntCal20,3110,42,"1255-1055 calBCE (2950�20 BP, UCIAMS-226549, PSUG-5464)",Confident - The genetic data and direct 14C date are from the same exported petrous bone; the direct date and archaeological context (LBA Center West) match up.,Mongolia_LBA_CenterWest_4B,Yes and plotted in Figure 3,"Khuvsgul aimag, Khankh sum, Khavtsal ?????? II Tomb 1 (Khirgisuur)",Excavations: Erdenebaatar D. 2008,Mongolia,51.5,100.67,1240K capture,1,4.246531,861442,M,n/a (no relatives detected),22,0,C2a1a-F1699, 410 ,U5a1a2a,"[0.984,0.998]",0.11,6506,"[0.002,0.006]","[0,0]",ds.UDG.half,S12975.Y1.E1.L1, 0.6214 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6363,"AT_676, Kurgan 1, Burial 4, MONU_676, Kurgan 1, Burial 4","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Tumen, Dashtseveg; Erdenebaatar, Diimaajav; Kovalev, Alexey",petrous (CBD),Direct: IntCal20; R_combine,3095,43,"1215-1055 calBCE (2937�17 BP) [R_combine: (2925�20 BP, PSUAMS-7280); (2967�31 BP, OxA-X-2737-54); (2840�70 BP, Le-7979)]","Confident - The genetic data are from cranial base drilling in 2016 and the 14C date generated at PSUAMS  is from a post-cranial element from a different box sampled in 2019. The direct date is consitent with  the archaeological context (LBA Mongun Taiga). The newly generated 14C date generated at the PSUAMS lab is also consistent with the previously reported 14C date supposed to come from this individual at the Le lab (Institute of the History of Material Culture, Russian Academy of Sciences), as well as the date reported on this sample by Wilkins et al. Nature and Ecology and Evolution 2020, further increasing confidence in the chronology.",Mongolia_LBA_MongunTaiga_3A,Yes and plotted in Figure 3,"Khovd, Bulgan sum, Khudzrtyn gol ???????? ??? II, barrow 1, burial 4 (main burial)","Excavations: Kovalev A.A., Erdenebaatar D. 2005 Publication: ??????? ?., ???????????? ?., 2010. P. ",Mongolia,45.35,90.85,1240K capture,2,3.865509,833794,M,n/a (no relatives detected),0,0,R1a1a1b2a-Z95, .. ,U2e1,..,..,..,"[0.000,0.012]","[0,0]","ds.UDG.half,ds.UDG.half","S6363.E1.L1,S6363.E1.L2"," 0.73960,0.86000 ",PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I13768,"NBP_27.11, 818","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Tumen, Dashtseveg; Tuvshinjargal  (Jerry), Tumurbaatar ; Bayarsaikhan, Jamsranjav ",petrous,Direct: IntCal20,3074,49,"1213-1048 calBCE (2925�20 BP, PSUAMS-7115)",Confident - The genetic data and direct 14C date are from the same exported petrous bone; the direct date and archaeological context (LBA Center West) match up.,Mongolia_LBA_CenterWest_4,"No (the lower bound of the X chromosome contamination rate is >0.01 [0.017,0.021]; while contamLD after damage correction is excellent [0,0.006] and while the mtDNA contamination estimate is also OK we are conservative and do not use this sample in our analyses)","Bayankhongor aimag, Ulziit sum, Muunit uul ?????? ???",..,Mongolia,48.11,102.55,1240K capture,3,11.792863,1042239,M,n/a (no relatives detected),0,0,N-M231, 941 ,D4j1,"[0.965,0.985]",0.1305,12321,"[0.017,0.021]","[0,0.006]","ds.UDG.half,ds.UDG.half,ds.UDG.half","S14462.E1.L1,S14463.E1.L1,S13768.Y1.E1.L1"," 0.56484,0.71801,0.46682 ","QUESTIONABLE (the lower bound of the X chromosome contamination rate is >0.01 [0.017,0.021]; while contamLD after damage correction is excellent [0,0.006]; the mtDNA contamination estimate is also consistent with some small contamination at [0.965,0.985] we are conservative and do not use this sample in our analyses)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I7039,"AT_498, Stone mound grave #3, MONU_498, Stone mound grave #3","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous,Direct: IntCal20,3066,49,"1210-1019 calBCE (2920�20 BP, PSUAMS-4006)",Confident - The genetic data and direct 14C date are from the same exported petrous bone; the direct date and archaeological context (LBA Center West) match up.,Mongolia_LBA_CenterWest_4B,Yes and plotted in Figure 3,"Khovd, Duut sum, Khoit Tsenkheriin gol ???? ????????? ??? 1988 barrow 3","Excavations: Sandzhmyatav T., Volkov V. 1988 Publication: ????????? ?., ?????? ?., 2016: P.382-389",Mongolia,47.423056,92.225833,1240K capture,1,4.399134,909230,M,n/a (no relatives detected),46,0,Q1b1a3-L334, 391 ,D4j,"[0.989,0.996]",0.086,5906,"[0.003,0.006]","[0,0]",ds.UDG.half,S7039.E1.L1, 0.8222 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I7033,"AT_479, Grave #59, MONU_479, Grave #59","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous,Direct: IntCal20,3066,49,"1210-1019 calBCE (2920�20 BP, PSUAMS-4005)","Confident - The genetic data and direct 14C date are from the same exported petrous bone; the direct date and archaeological context (LBA Mongun Taiga) match up. The newly generated 14C date generated at the PSUAMS lab on the same sample used for DNA is also consistent with the previously reported 14C date supposed to come from this individual at the Le lab (Institute of the History of Material Culture, Russian Academy of Sciences), further increasing confidence in the chronology.",Mongolia_LBA_MongunTaiga_3A,Yes and plotted in Figure 3,"Uvs aimag, Ulaangom sum, Chandman Uul, Ulaangom cemetery kurgan 59",Excavations: Tseveendorzh 1981 Publication: ?????????? 2016. P. 7-8,Mongolia,49.96,92.05,1240K capture,1,4.345957,884708,M,n/a (no relatives detected),38,38,R1a1a1b2a-Z95, 484 ,R,"[0.991,0.998]",0.059,5751,"[0.004,0.009]","[0,0]",ds.UDG.half,S7033.E1.L1, 0.8541 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I12969,"AT_979, 698","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous,Direct: IntCal20,3001,42,"1124-939 calBCE (2875�20 BP, UCIAMS-226545, PSUG-5460)",Confident - The genetic data and direct 14C date are from the same exported petrous bone; the direct date and archaeological context (Slab Grave culture) match up; and the genetic patterns place this individual into a cluster with others from a Slab Grave archaeological context.,Mongolia_EIA_SlabGrave_1B,Yes and plotted in Figure 3,"Khentii, Delgerkhaan sum, Khanan ????? 3","Excavations: Ulziibayar S., Ochir A., 2016",Mongolia,47.178056,109.189444,1240K capture,1,3.935376,850377,M,n/a (no relatives detected),16,0,Q1a1a-Z19198, 460 ,F1b1+@152,"[0.985,0.997]",0.142,6171,"[0.001,0.005]","[0,0]",ds.UDG.half,S12969.Y1.E1.L1, 0.3438 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I13505,"NBP_BSA_SG.2(B), 815","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Tumen, Dashtseveg; Tuvshinjargal  (Jerry), Tumurbaatar ; Bayarsaikhan, Jamsranjav ",petrous,Direct: IntCal20,3001,42,"1124-939 calBCE (2875�20 BP, UCIAMS-226557, PSUG-5472)",Confident - The genetic data and direct 14C date are from the same exported petrous bone; the direct date and archaeological context (LBA Center West) match up.,Mongolia_LBA_CenterWest_4C,Yes and plotted in Figure 3,"Bayankongor aimag, Erdenetsogt sum ?????????? ???",..,Mongolia,46.426,100.817,1240K capture,1,3.722674,838594,M,n/a (no relatives detected),17,0,Q1a1a-F5129, 392 ,A+152+16362,"[0.971,0.992]",0.103,6043,"[0.001,0.003]","[0,0.005]",ds.UDG.half,S13505.Y1.E1.L1, 0.6091 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6352,"AT_232, Grave #1, MONU_232, Grave #1","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous (CBD),Direct: IntCal20,2949,42,"1107-924 calBCE (2845�20 BP, PSUAMS-7276)","Confident - The genetic data are from cranial base drilling in 2016 and the 14C date is from a post-cranial element from a different box sampled in 2019. However, the direct 14C date and archaeological context (Slab Grave culture) match up, and the genetic patterns place this individual into a cluster with other individuals directly dated to the Slab Grave period. We ignore the date of 1166-1257 CE (831�23 BP, MAMS-41125) from Jeong et al. bioRxiv 2020 because it does not match our date on the same or the genetic cluster.",Mongolia_EIA_SlabGrave_1B,Yes and plotted in Figure 3,"Uvurkhangai, Khujirt sum, Shunkhlai Uul ??????? ???, Grave #1",Excavations: Ser-Odzav N.1979 Publication: ?????? ?. 2016,Mongolia,46.8975,102.766667,1240K capture,1,3.547539,903040,M,n/a (no relatives detected),10,0,Q1a1a-F745, 200 ,F1b1b,"[0.988,0.995]",0.092,5854,"[0.003,0.007]","[0,0.018]",ds.UDG.half,S6352.E1.L1, 0.5877 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6364,"AT_677, Kurgan 4, MONU_677, Kurgan 4","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Tumen, Dashtseveg; Erdenebaatar, Diimaajav; Kovalev, Alexey",petrous (CBD),"Direct: IntCal20; use instead of inconsistent and less precise non-AMS date of 890-483 calBCE (2570�60 BP, Le-7956)",2927,84,"1043-911 calBCE (2820�20 BP, PSUAMS-7281)","Minor warning - The genetic data are from cranial base drilling in 2016, while the 14C date is from a post-cranial element (a piece of a scapula) sampled in 2019 from a box with an inconsistent and less precise non-AMS date of 890-483 calBCE (2570�60 BP, Le-7956) different from the cranium raising the possibility of a sample mixup. Genetically, the individual is the only representative of their cluster. Based on this, we assign their archaeological assignment as tentative, and we do not plot the data from this individual in Figure 3",Mongolia_EIA_2,Yes,"Khovd, Bulgan sum, Uliastain dood denj I, kurgan 4","Excavations: Kovalev A., Erdenebaatar D. 2005",Mongolia,45.39,90.798,1240K capture,1,3.306762,808635,F,n/a (no relatives detected),27,27,n/a (female), 427 ,M9a1a1c1,"[0.983,0.992]",0.076,n/a (female),n/a (female),"[0,0.004]",ds.UDG.half,S6364.E1.L1, 0.7245 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I13178,"AT_609, 885","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous,Direct: IntCal20,2923,33,"1046-914 calBCE (2825�20 BP, UCIAMS-226531, PSUG-5434)",Confident - The genetic data and direct 14C date are from the same exported petrous bone; the direct date and archaeological context (Slab Grave culture) match up; and the genetic patterns place this individual into a cluster with other directly individuals from the Slab Grave period.,Mongolia_EIA_SlabGrave_1,"No (the upper bound of the match rate to the mtDNA consensus is <0.98 [0.932,0.979] and the sample is in principle consistent with having slightly more than 0.02 contamination by contamLD estimate after damage correction [0,0.021] so we conservatively exclude this individual where there is potenitally a small amount of contamination)","Khentii, Bayan-Adraga sum, Shuusyn boom ?????? ???? Tomb 6","Excavations: Batsaikhan Z., 2004",Mongolia,48.57,111.08,1240K capture,1,0.172593,176618,F,n/a (no relatives detected),n/a (too few SNPs),n/a (too few SNPs),n/a (female), 21 ,R,"[0.932,0.979]",0.237,n/a (female),n/a (female),"[0,0.021]",ds.UDG.half,S13178.Y1.E1.L1, 0.0501 ,"QUESTIONABLE (the upper bound of the match rate to the mtDNA consensus is <0.98 [0.932,0.979] and the sample is in principle consistent with having slightly more than 0.02 contamination by contamLD estimate after damage correction [0,0.021] so we conservatively exclude this individual where there is potenitally a small amount of contamination)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6362,"AT_674, AT_674, Uliastai zastav II, Kurgan 2, MONU_674, AT_674, Uliastai zastav II, Kurgan 2","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Tumen, Dashtseveg; Erdenebaatar, Diimaajav; Kovalev, Alexey",petrous (CBD),Direct: IntCal20; R_combine,2921,31,"1044-917 calBCE (2824�17 BP) [R_combine: (2815�20 BP, PSUAMS-2955); (2842�28 BP, OxA-36224)]","Confident - The genetic data and direct 14C on a tooth rom PSUAMS are from the same cranium sampled in 2016, the two direct dates match with each other, and the direct dates match up to the archaeological expectation (Center West LBA). ",Mongolia_LBA_CenterWest_5,Yes and plotted in Figure 3,"Khovd, Bulgan sum, Khudzhirtyn gol ???????? ??? I, kurgan 2","Excavations: Kovalev A.A., Erdenebaatar D. 2005",Mongolia,46.063611,92.034167,1240K capture,1,3.341608,873013,F,n/a (no relatives detected),5,0,n/a (female), 288 ,D4b1,"[0.988,0.995]",0.091,n/a (female),n/a (female),"[0,0]",ds.UDG.half,S6362.E1.L1, 0.2383 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6353,"AT_233, AT_233, Grave #9, MONU_233, AT_233, Grave #9","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous (CBD),Direct: IntCal20; R_combine,2902,32,"1010-901 calBCE (2799�20 BP) [R_combine: (2780�25 BP, PSUAMS-2946); (2826�30 BP, OxA-36456)]",Confident - The genetic data and direct 14C date are from the same cranium sampled in 2016; the direct date we obtain is consistent with a 14C date independently obtained by Wilkins et al. Nature Ecology and Evolution 2020; the direct date and archaeological context (Slab Grave culture) match up;  and the genetic patterns place this individual into a cluster with other directly dated individuals from a Slab Grave archaeological context. We thus view this date assignment as reliable.,Mongolia_EIA_SlabGrave_1,"No (the lower bound of the X chromosome contamination rate is >0.01 [0.011,0.017] and nuclear contamination levels >0.01 are also plausible from other metrics which allow up to 1.2% contamation in contamLD after damage correction [0,0.012]; while the mtDNA contamination estimate is unconcerning the direct estimates on nuclear data are more relevant to nuclear analysis)","Uvurkhangai, Khujirt sum, Shunkhlai Uul ??????? ???, Tomb 9",Excavations:  Ser-Odzav N. 1979 Publication: ?????? ?. 2016. P. 224,Mongolia,46.8975,102.766667,1240K capture,1,3.690566,904083,M,n/a (no relatives detected),11,0,Q1a1a-F1340, 220 ,G2b2,"[0.992,0.998]",0.076,5964,"[0.011,0.017]","[0,0.012]",ds.UDG.half,S6353.E1.L1, 0.5713 ,"QUESTIONABLE (the lower bound of the X chromosome contamination rate is >0.01 [0.011,0.017] and nuclear contamination levels >0.01 are also plausible from other metrics which allow up to 1.2% contamation in contamLD after damage correction [0,0.012];  the mtDNA contamination estimate is excellent at [0.992,0.998] but the direct estimates on nuclear data are more relevant to nuclear analysis)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I6351,"AT_218, Grave #22, MONU_218, Grave #22","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous (CBD),Direct: IntCal20,2885,37,"1006-846 calBCE (2785�20 BP, PSUAMS-7275)","Confident - The genetic data are from cranial base drilling in 2016 and the 14C date is from a post-cranial element from a different box sampled in 2019. However, the direct date and archaeological context (LBA Center West) match up.",Mongolia_LBA_CenterWest_4D,Yes and plotted in Figure 3,"Uvs aimag, Khyargas sum, Urgun shireg ????? ?????, Tomb 3",Excavations: Volkov V. Navaan D. Sandzhmyatav T. 1979 Publication: ?????? ?.?. 1980,Mongolia,49.7,93.8,1240K capture,1,3.369288,771720,F,n/a (no relatives detected),5,0,n/a (female), 424 ,C4b1,"[0.997,1.000]",0.045,n/a (female),n/a (female),"[0,0.01]",ds.UDG.half,S6351.E1.L1, 0.7998 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I7032,"AT_475, Grave #1, MONU_475, Grave #1","Pinhasi, Ron; Cheronet, Olivia; Sirak, Kendra;  Dashtseveg, Tumen",petrous,Direct: IntCal20,2849,40,"981-832 calBCE (2765�20 BP, PSUAMS-4004)",Confident - The genetic data and direct 14C date are from the same exported petrous bone; the direct date and archaeological context (Slab Grave culture) match up; and the genetic patterns place this individual into a cluster with others from a Slab Grave archaeological context.,Mongolia_EIA_SlabGrave_1B,Yes and plotted in Figure 3,"Khentii, Batshireet sum, Tugsiin uvdug ??????? ????? Tomb 1",Excavations:  Perlee Kh. 1967,Mongolia,48.6925,110.192778,1240K capture,1,4.652503,878766,F,n/a (no relatives detected),9,0,n/a (female), 527 ,C4a2a1,"[0.959,0.983]",0.054,n/a (female),n/a (female),"[0,0.002]",ds.UDG.half,S7032.E1.L1, 0.4927 ,PASS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
